Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Dead weight tons in thousands Footnote,Dead weight tons in thousands Missing value,Percentage of total fleet,Percentage of total fleet Footnote,Percentage of total fleet Missing value,Number of ships,Number of ships Footnote,Number of ships Missing value
2017,300,"Greece",484,"Mexico",0,,,0,,,0,,
2017,300,"Greece",583,"Micronesia (Federated States of)",0,,,0,,,0,,
2017,300,"Greece",492,"Monaco",3122.421,,,4.34408,,,11,,
2017,300,"Greece",496,"Mongolia",0,,,0,,,0,,
2017,300,"Greece",499,"Montenegro",0,,,0,,,0,,
2017,300,"Greece",504,"Morocco",0,,,0,,,0,,
2017,300,"Greece",508,"Mozambique",0,,,0,,,0,,
2017,300,"Greece",104,"Myanmar",0,,,0,,,0,,
2017,300,"Greece",516,"Namibia",0,,,0,,,0,,
2017,300,"Greece",528,"Netherlands (Kingdom of the)",0,,,0,,,0,,
2017,300,"Greece",540,"New Caledonia",0,,,0,,,0,,
2017,300,"Greece",554,"New Zealand",0,,,0,,,0,,
2017,300,"Greece",558,"Nicaragua",0,,,0,,,0,,
2017,300,"Greece",566,"Nigeria",0,,,0,,,0,,
2017,300,"Greece",578,"Norway",0,,,0,,,0,,
2017,300,"Greece",512,"Oman",0,,,0,,,0,,
2017,300,"Greece",586,"Pakistan",0,,,0,,,0,,
2017,300,"Greece",591,"Panama",0,,,0,,,0,,
2017,300,"Greece",598,"Papua New Guinea",0,,,0,,,0,,
2017,300,"Greece",600,"Paraguay",0,,,0,,,0,,
2017,300,"Greece",604,"Peru",0,,,0,,,0,,
2017,300,"Greece",608,"Philippines",0,,,0,,,0,,
2017,300,"Greece",616,"Poland",0,,,0,,,0,,
2017,300,"Greece",620,"Portugal",0,,,0,,,0,,
2017,300,"Greece",634,"Qatar",783.722,,,1.09036,,,9,,
2017,300,"Greece",410,"Republic of Korea",0,,,0,,,0,,
2017,300,"Greece",498,"Republic of Moldova",0,,,0,,,0,,
2017,300,"Greece",642,"Romania",0,,,0,,,0,,
2017,300,"Greece",643,"Russian Federation",0,,,0,,,0,,
2017,300,"Greece",659,"Saint Kitts and Nevis",0,,,0,,,0,,
2017,300,"Greece",662,"Saint Lucia",0,,,0,,,0,,
2017,300,"Greece",670,"Saint Vincent and the Grenadines",0,,,0,,,0,,
2017,300,"Greece",882,"Samoa",0,,,0,,,0,,
2017,300,"Greece",678,"Sao Tome and Principe",0,,,0,,,0,,
2017,300,"Greece",682,"Saudi Arabia",0,,,0,,,0,,
2017,300,"Greece",686,"Senegal",0,,,0,,,0,,
2017,300,"Greece",688,"Serbia",0,,,0,,,0,,
2017,300,"Greece",690,"Seychelles",0,,,0,,,0,,
2017,300,"Greece",694,"Sierra Leone",0,,,0,,,0,,
2017,300,"Greece",702,"Singapore",0,,,0,,,0,,
2017,300,"Greece",703,"Slovakia",0,,,0,,,0,,
2017,300,"Greece",705,"Slovenia",0,,,0,,,0,,
2017,300,"Greece",090,"Solomon Islands",0,,,0,,,0,,
2017,300,"Greece",706,"Somalia",0,,,0,,,0,,
2017,300,"Greece",710,"South Africa",0,,,0,,,0,,
2017,300,"Greece",724,"Spain",0,,,0,,,0,,
2017,300,"Greece",144,"Sri Lanka",0,,,0,,,0,,
2017,300,"Greece",729,"Sudan",0,,,0,,,0,,
2017,300,"Greece",740,"Suriname",0,,,0,,,0,,
2017,300,"Greece",752,"Sweden",0,,,0,,,0,,
2017,300,"Greece",756,"Switzerland",0,,,0,,,0,,
2017,300,"Greece",438,"Liechtenstein",0,,,0,,,0,,
2017,300,"Greece",760,"Syrian Arab Republic",3.171,,,0.00441,,,1,,
2017,300,"Greece",764,"Thailand",0,,,0,,,0,,
2017,300,"Greece",626,"Timor-Leste",0,,,0,,,0,,
2017,300,"Greece",776,"Tonga",0,,,0,,,0,,
2017,300,"Greece",780,"Trinidad and Tobago",0,,,0,,,0,,
2017,300,"Greece",788,"Tunisia",0,,,0,,,0,,
2017,300,"Greece",792,"Türkiye",3.296,,,0.00459,,,2,,
2017,300,"Greece",795,"Turkmenistan",0,,,0,,,0,,
2017,300,"Greece",798,"Tuvalu",0,,,0,,,0,,
2017,300,"Greece",804,"Ukraine",2.47,,,0.00344,,,2,,
2017,300,"Greece",784,"United Arab Emirates",0,,,0,,,0,,
2017,300,"Greece",826,"United Kingdom",481.656,,,0.67011,,,8,,
2017,300,"Greece",834,"United Republic of Tanzania",0,,,0,,,0,,
2017,300,"Greece",841,"United States of America including Puerto Rico",1.735,,,0.00241,,,1,,
2017,300,"Greece",840,"United States",1.735,,,0.00241,,,1,,
2017,300,"Greece",850,"United States Virgin Islands",0,,,0,,,0,,
2017,300,"Greece",858,"Uruguay",0,,,0,,,0,,
2017,300,"Greece",548,"Vanuatu",0,,,0,,,0,,
2017,300,"Greece",862,"Venezuela (Bolivarian Rep. of)",0,,,0,,,0,,
2017,300,"Greece",704,"Viet Nam",0,,,0,,,0,,
2017,300,"Greece",887,"Yemen",0,,,0,,,0,,
2017,300,"Greece",0002,"Special economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2017,300,"Greece",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",3122.421,,,4.34408,,,11,,
2017,300,"Greece",757,"Switzerland including Liechtenstein",0,,,0,,,0,,
2017,300,"Greece",926,"United Kingdom including Channel Islands and Isle of Man",481.656,,,0.67011,,,8,,
2017,300,"Greece",842,"United States of America including Puerto Rico and United States Virgin Islands",1.735,,,0.00241,,,1,,
2017,300,"Greece",5600,"Asia and Oceania",791.33,,,1.10094,,,13,,
2017,300,"Greece",5702,"Northern America and Europe",71061.213,,,98.8642,,,749,,
2017,300,"Greece",5706,"Europe, Northern America, Australia and New Zealand",71061.213,,,98.8642,,,749,,
2017,300,"Greece",5703,"Central and Southern Asia",0,,,0,,,0,,
2017,300,"Greece",5704,"Eastern and South-Eastern Asia",0,,,0,,,0,,
2017,300,"Greece",5705,"Western Asia and Northern Africa",795.689,,,1.10701,,,13,,
2017,300,"Greece",1400,"Developing economies",796.83,,,1.10859,,,14,,
2017,300,"Greece",1410,"Developing economies: Africa",5.5,,,0.00765,,,1,,
2017,300,"Greece",1420,"Developing economies: Americas",0,,,0,,,0,,
2017,300,"Greece",1460,"Developing economies: Asia and Oceania",791.33,,,1.10094,,,13,,
2017,300,"Greece",1430,"Developing economies: Asia",790.189,,,1.09935,,,12,,
2017,300,"Greece",1450,"Developing economies: Oceania",1.141,,,0.00159,,,1,,
2017,300,"Greece",1500,"Developed economies",71061.213,,,98.8642,,,749,,
2017,300,"Greece",1520,"Developed economies: Americas",1.735,,,0.00241,,,1,,
2017,300,"Greece",1560,"Developed economies: Asia and Oceania",0,,,0,,,0,,
2017,300,"Greece",1530,"Developed economies: Asia",0,,,0,,,0,,
2017,300,"Greece",1550,"Developed economies: Oceania",0,,,0,,,0,,
2017,300,"Greece",1540,"Developed economies: Europe",71059.478,,,98.86178,,,748,,
2017,300,"Greece",1600,"Developing economies excluding China",796.83,,,1.10859,,,14,,
2017,300,"Greece",1601,"Developing economies excluding LDCs",796.83,,,1.10859,,,14,,
2017,300,"Greece",1610,"LDCs (Least developed countries)",0,,,0,,,0,,
2017,300,"Greece",1614,"LDCs: Africa",0,,,0,,,0,,
2017,300,"Greece",1612,"LDCs: Asia",0,,,0,,,0,,
2017,300,"Greece",1615,"LDCs: Islands and Haiti",0,,,0,,,0,,
2017,300,"Greece",1620,"LLDCs (Landlocked developing countries)",0,,,0,,,0,,
2017,300,"Greece",1640,"SIDS (Small island developing States) (UN-OHRLLS)",1.141,,,0.00159,,,1,,
2017,300,"Greece",1641,"SIDS: Atlantic and Indian Ocean",0,,,0,,,0,,
2017,300,"Greece",1642,"SIDS: Caribbean",0,,,0,,,0,,
2017,300,"Greece",1643,"SIDS: Pacific",1.141,,,0.00159,,,1,,
2017,300,"Greece",2623,"Low-income developing economies",3.171,,,0.00441,,,1,,
2017,300,"Greece",2622,"Middle-income developing economies",6.641,,,0.00924,,,2,,
2017,300,"Greece",2621,"High-income developing economies",787.018,,,1.09494,,,11,,
2017,300,"Greece",2711,"BRICS",0,,,0,,,0,,
2017,300,"Greece",3412,"European Union (2020 …)",67449.881,,,93.83992,,,726,,
2017,300,"Greece",3916,"G20 (Group of Twenty)",486.912,,,0.67742,,,12,,
2017,300,"Greece",3919,"G-77 (Group of 77)",793.534,,,1.10401,,,12,,
2017,300,"Greece",3905,"OECD (Organisation for Economic Cooperation and Development)",67936.568,,,94.51702,,,737,,
2017,356,"India",0000,"World",17126.535,,,100,,,907,,
2017,356,"India",5100,"Africa",0,,,0,,,0,,
2017,356,"India",5110,"Northern Africa",0,,,0,,,0,,
2017,356,"India",5120,"Sub-Saharan Africa",0,,,0,,,0,,
2017,356,"India",5121,"Eastern Africa",0,,,0,,,0,,
2017,356,"India",5122,"Middle Africa",0,,,0,,,0,,
2017,356,"India",5123,"Southern Africa",0,,,0,,,0,,
2017,356,"India",5124,"Western Africa",0,,,0,,,0,,
2017,356,"India",5200,"Americas",0,,,0,,,0,,
2017,356,"India",5210,"Northern America",0,,,0,,,0,,
2017,356,"India",5220,"Latin America and the Caribbean",0,,,0,,,0,,
2017,356,"India",5221,"Caribbean",0,,,0,,,0,,
2017,356,"India",5222,"Central America",0,,,0,,,0,,
2017,356,"India",5223,"South America",0,,,0,,,0,,
2017,356,"India",5300,"Asia",16962.008,,,99.03934,,,862,,
2017,356,"India",5310,"Central Asia",0,,,0,,,0,,
2017,356,"India",5330,"Eastern Asia",116.042,,,0.67756,,,4,,
2017,356,"India",5350,"South-eastern Asia",108.168,,,0.63158,,,8,,
2017,356,"India",5320,"Southern Asia",16668.364,,,97.32479,,,848,,
2017,356,"India",5340,"Western Asia",69.434,,,0.40542,,,2,,
2017,356,"India",5400,"Europe",67.539,,,0.39435,,,5,,
2017,356,"India",5410,"Eastern Europe",0,,,0,,,0,,
2017,356,"India",5420,"Northern Europe",16.99,,,0.0992,,,2,,
2017,356,"India",5430,"Southern Europe",39.634,,,0.23142,,,2,,
2017,356,"India",5440,"Western Europe",10.915,,,0.06373,,,1,,
2017,356,"India",5500,"Oceania",0.54,,,0.00315,,,1,,
2017,356,"India",0000u,"World n.e.s.",96.448,,,0.56315,,,39,,
2017,356,"India",0001,"Individual economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2017,356,"India",008,"Albania",0,,,0,,,0,,
2017,356,"India",012,"Algeria",0,,,0,,,0,,
2017,356,"India",024,"Angola",0,,,0,,,0,,
2017,356,"India",660,"Anguilla",0,,,0,,,0,,
2017,356,"India",028,"Antigua and Barbuda",0,,,0,,,0,,
2017,356,"India",032,"Argentina",0,,,0,,,0,,
2017,356,"India",533,"Aruba",0,,,0,,,0,,
2017,356,"India",036,"Australia",0,,,0,,,0,,
2017,356,"India",040,"Austria",0,,,0,,,0,,
2017,356,"India",031,"Azerbaijan",0,,,0,,,0,,
2017,356,"India",044,"Bahamas",0,,,0,,,0,,
2017,356,"India",048,"Bahrain",0,,,0,,,0,,
2017,356,"India",050,"Bangladesh",0,,,0,,,0,,
2017,356,"India",052,"Barbados",0,,,0,,,0,,
2017,356,"India",056,"Belgium",0,,,0,,,0,,
2017,356,"India",084,"Belize",0,,,0,,,0,,
2017,356,"India",204,"Benin",0,,,0,,,0,,
2017,356,"India",060,"Bermuda",0,,,0,,,0,,
2017,356,"India",068,"Bolivia (Plurinational State of)",0,,,0,,,0,,
2017,356,"India",076,"Brazil",0,,,0,,,0,,
2017,356,"India",092,"British Virgin Islands",0,,,0,,,0,,
2017,356,"India",096,"Brunei Darussalam",0,,,0,,,0,,
2017,356,"India",100,"Bulgaria",0,,,0,,,0,,
2017,356,"India",132,"Cabo Verde",0,,,0,,,0,,
2017,356,"India",116,"Cambodia",0,,,0,,,0,,
2017,356,"India",120,"Cameroon",0,,,0,,,0,,
2017,356,"India",124,"Canada",0,,,0,,,0,,
2017,356,"India",136,"Cayman Islands",0,,,0,,,0,,
2017,356,"India",152,"Chile",0,,,0,,,0,,
2017,356,"India",156,"China",26.716,,,0.15599,,,1,,
2017,356,"India",344,"China, Hong Kong SAR",89.326,,,0.52156,,,3,,
2017,356,"India",446,"China, Macao SAR",0,,,0,,,0,,
2017,356,"India",158,"China, Taiwan Province of",0,,,0,,,0,,
2017,356,"India",170,"Colombia",0,,,0,,,0,,
2017,356,"India",178,"Congo",0,,,0,,,0,,
2017,356,"India",184,"Cook Islands",0,,,0,,,0,,
2017,356,"India",188,"Costa Rica",0,,,0,,,0,,
2017,356,"India",384,"Côte d'Ivoire",0,,,0,,,0,,
2017,356,"India",191,"Croatia",0,,,0,,,0,,
2017,356,"India",192,"Cuba",0,,,0,,,0,,
2017,356,"India",531,"Curaçao",0,,,0,,,0,,
2017,356,"India",196,"Cyprus",0,,,0,,,0,,
2017,356,"India",408,"Dem. People's Rep. of Korea",0,,,0,,,0,,
2017,356,"India",180,"Dem. Rep. of the Congo",0,,,0,,,0,,
2017,356,"India",208,"Denmark",1.68,,,0.00981,,,1,,
2017,356,"India",262,"Djibouti",0,,,0,,,0,,
2017,356,"India",212,"Dominica",0,,,0,,,0,,
2017,356,"India",214,"Dominican Republic",0,,,0,,,0,,
2017,356,"India",218,"Ecuador",0,,,0,,,0,,
2017,356,"India",818,"Egypt",0,,,0,,,0,,
2017,356,"India",226,"Equatorial Guinea",0,,,0,,,0,,
2017,356,"India",232,"Eritrea",0,,,0,,,0,,
2017,356,"India",233,"Estonia",0,,,0,,,0,,
2017,356,"India",231,"Ethiopia",0,,,0,,,0,,
2017,356,"India",234,"Faroe Islands",0,,,0,,,0,,
2017,356,"India",242,"Fiji",0,,,0,,,0,,
2017,356,"India",246,"Finland",0,,,0,,,0,,
2017,356,"India",250,"France",0,,,0,,,0,,
2017,356,"India",258,"French Polynesia",0.54,,,0.00315,,,1,,
2017,356,"India",266,"Gabon",0,,,0,,,0,,
2017,356,"India",270,"Gambia",0,,,0,,,0,,
2017,356,"India",268,"Georgia",0,,,0,,,0,,
2017,356,"India",276,"Germany",0,,,0,,,0,,
2017,356,"India",288,"Ghana",0,,,0,,,0,,
2017,356,"India",292,"Gibraltar",0,,,0,,,0,,
2017,356,"India",300,"Greece",1.207,,,0.00705,,,1,,
2017,356,"India",304,"Greenland",0,,,0,,,0,,
2017,356,"India",308,"Grenada",0,,,0,,,0,,
2017,356,"India",312,"Guadeloupe",0,,,0,,,0,,
2017,356,"India",316,"Guam",0,,,0,,,0,,
2017,356,"India",320,"Guatemala",0,,,0,,,0,,
2017,356,"India",831,"Guernsey",0,,,0,,,0,,
2017,356,"India",324,"Guinea",0,,,0,,,0,,
2017,356,"India",328,"Guyana",0,,,0,,,0,,
2017,356,"India",332,"Haiti",0,,,0,,,0,,
2017,356,"India",340,"Honduras",0,,,0,,,0,,
2017,356,"India",352,"Iceland",0,,,0,,,0,,
2017,356,"India",356,"India",16668.364,,,97.32479,,,848,,
2017,356,"India",360,"Indonesia",0,,,0,,,0,,
2017,356,"India",364,"Iran (Islamic Republic of)",0,,,0,,,0,,
2017,356,"India",368,"Iraq",0,,,0,,,0,,
2017,356,"India",372,"Ireland",0,,,0,,,0,,
2017,356,"India",376,"Israel",0,,,0,,,0,,
2017,356,"India",380,"Italy",38.427,,,0.22437,,,1,,
2017,356,"India",388,"Jamaica",0,,,0,,,0,,
2017,356,"India",392,"Japan",0,,,0,,,0,,
2017,356,"India",832,"Jersey",0,,,0,,,0,,
2017,356,"India",400,"Jordan",0,,,0,,,0,,
2017,356,"India",398,"Kazakhstan",0,,,0,,,0,,
2017,356,"India",404,"Kenya",0,,,0,,,0,,
2017,356,"India",296,"Kiribati",0,,,0,,,0,,
2017,356,"India",414,"Kuwait",0,,,0,,,0,,
2017,356,"India",418,"Lao People's Dem. Rep.",0,,,0,,,0,,
2017,356,"India",428,"Latvia",0,,,0,,,0,,
2017,356,"India",422,"Lebanon",0,,,0,,,0,,
2017,356,"India",430,"Liberia",0,,,0,,,0,,
2017,356,"India",434,"Libya",0,,,0,,,0,,
2017,356,"India",440,"Lithuania",0,,,0,,,0,,
2017,356,"India",442,"Luxembourg",0,,,0,,,0,,
2017,356,"India",450,"Madagascar",0,,,0,,,0,,
2017,356,"India",458,"Malaysia",6.502,,,0.03796,,,3,,
2017,356,"India",462,"Maldives",0,,,0,,,0,,
2017,356,"India",470,"Malta",0,,,0,,,0,,
2017,356,"India",584,"Marshall Islands",0,,,0,,,0,,
2017,356,"India",478,"Mauritania",0,,,0,,,0,,
2017,356,"India",480,"Mauritius",0,,,0,,,0,,
2017,356,"India",484,"Mexico",0,,,0,,,0,,
2017,356,"India",583,"Micronesia (Federated States of)",0,,,0,,,0,,
2017,356,"India",492,"Monaco",0,,,0,,,0,,
2017,356,"India",496,"Mongolia",0,,,0,,,0,,
2017,356,"India",499,"Montenegro",0,,,0,,,0,,
2017,356,"India",504,"Morocco",0,,,0,,,0,,
2017,356,"India",508,"Mozambique",0,,,0,,,0,,
2017,356,"India",104,"Myanmar",0,,,0,,,0,,
2017,356,"India",516,"Namibia",0,,,0,,,0,,
2017,356,"India",528,"Netherlands (Kingdom of the)",10.915,,,0.06373,,,1,,
2017,356,"India",540,"New Caledonia",0,,,0,,,0,,
2017,356,"India",554,"New Zealand",0,,,0,,,0,,
2017,356,"India",558,"Nicaragua",0,,,0,,,0,,
2017,356,"India",566,"Nigeria",0,,,0,,,0,,
2017,356,"India",578,"Norway",0,,,0,,,0,,
2017,356,"India",512,"Oman",0,,,0,,,0,,
2017,356,"India",586,"Pakistan",0,,,0,,,0,,
2017,356,"India",591,"Panama",0,,,0,,,0,,
2017,356,"India",598,"Papua New Guinea",0,,,0,,,0,,
2017,356,"India",600,"Paraguay",0,,,0,,,0,,
2017,356,"India",604,"Peru",0,,,0,,,0,,
2017,356,"India",608,"Philippines",0,,,0,,,0,,
2017,356,"India",616,"Poland",0,,,0,,,0,,
2017,356,"India",620,"Portugal",0,,,0,,,0,,
2017,356,"India",634,"Qatar",0,,,0,,,0,,
2017,356,"India",410,"Republic of Korea",0,,,0,,,0,,
2017,356,"India",498,"Republic of Moldova",0,,,0,,,0,,
2017,356,"India",642,"Romania",0,,,0,,,0,,
2017,356,"India",643,"Russian Federation",0,,,0,,,0,,
2017,356,"India",659,"Saint Kitts and Nevis",0,,,0,,,0,,
2017,356,"India",662,"Saint Lucia",0,,,0,,,0,,
2017,356,"India",670,"Saint Vincent and the Grenadines",0,,,0,,,0,,
2017,356,"India",882,"Samoa",0,,,0,,,0,,
2017,356,"India",678,"Sao Tome and Principe",0,,,0,,,0,,
2017,356,"India",682,"Saudi Arabia",0,,,0,,,0,,
2017,356,"India",686,"Senegal",0,,,0,,,0,,
2017,356,"India",688,"Serbia",0,,,0,,,0,,
2017,356,"India",690,"Seychelles",0,,,0,,,0,,
2017,356,"India",694,"Sierra Leone",0,,,0,,,0,,
2017,356,"India",702,"Singapore",101.666,,,0.59362,,,5,,
2017,356,"India",703,"Slovakia",0,,,0,,,0,,
2017,356,"India",705,"Slovenia",0,,,0,,,0,,
2017,356,"India",090,"Solomon Islands",0,,,0,,,0,,
2017,356,"India",706,"Somalia",0,,,0,,,0,,
2017,356,"India",710,"South Africa",0,,,0,,,0,,
2017,356,"India",724,"Spain",0,,,0,,,0,,
2017,356,"India",144,"Sri Lanka",0,,,0,,,0,,
2017,356,"India",729,"Sudan",0,,,0,,,0,,
2017,356,"India",740,"Suriname",0,,,0,,,0,,
2017,356,"India",752,"Sweden",0,,,0,,,0,,
2017,356,"India",756,"Switzerland",0,,,0,,,0,,
2017,356,"India",438,"Liechtenstein",0,,,0,,,0,,
2017,356,"India",760,"Syrian Arab Republic",0,,,0,,,0,,
2017,356,"India",764,"Thailand",0,,,0,,,0,,
2017,356,"India",626,"Timor-Leste",0,,,0,,,0,,
2017,356,"India",776,"Tonga",0,,,0,,,0,,
2017,356,"India",780,"Trinidad and Tobago",0,,,0,,,0,,
2017,356,"India",788,"Tunisia",0,,,0,,,0,,
2017,356,"India",792,"Türkiye",0,,,0,,,0,,
2017,356,"India",795,"Turkmenistan",0,,,0,,,0,,
2017,356,"India",798,"Tuvalu",0,,,0,,,0,,
2017,356,"India",804,"Ukraine",0,,,0,,,0,,
2017,356,"India",784,"United Arab Emirates",69.434,,,0.40542,,,2,,
2017,356,"India",826,"United Kingdom",15.31,,,0.08939,,,1,,
2017,356,"India",834,"United Republic of Tanzania",0,,,0,,,0,,
2017,356,"India",841,"United States of America including Puerto Rico",0,,,0,,,0,,
2017,356,"India",840,"United States",0,,,0,,,0,,
2017,356,"India",850,"United States Virgin Islands",0,,,0,,,0,,
2017,356,"India",858,"Uruguay",0,,,0,,,0,,
2017,356,"India",548,"Vanuatu",0,,,0,,,0,,
2017,356,"India",862,"Venezuela (Bolivarian Rep. of)",0,,,0,,,0,,
2017,356,"India",704,"Viet Nam",0,,,0,,,0,,
2017,356,"India",887,"Yemen",0,,,0,,,0,,
2017,356,"India",0002,"Special economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2017,356,"India",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",0,,,0,,,0,,
2017,356,"India",757,"Switzerland including Liechtenstein",0,,,0,,,0,,
2017,356,"India",926,"United Kingdom including Channel Islands and Isle of Man",15.31,,,0.08939,,,1,,
2017,356,"India",842,"United States of America including Puerto Rico and United States Virgin Islands",0,,,0,,,0,,
2017,356,"India",5600,"Asia and Oceania",16962.548,,,99.0425,,,863,,
2017,356,"India",5702,"Northern America and Europe",67.539,,,0.39435,,,5,,
2017,356,"India",5706,"Europe, Northern America, Australia and New Zealand",67.539,,,0.39435,,,5,,
2017,356,"India",5703,"Central and Southern Asia",16668.364,,,97.32479,,,848,,
2017,356,"India",5704,"Eastern and South-Eastern Asia",224.21,,,1.30914,,,12,,
2017,356,"India",5705,"Western Asia and Northern Africa",69.434,,,0.40542,,,2,,
2017,356,"India",1400,"Developing economies",16962.548,,,99.0425,,,863,,
2017,356,"India",1410,"Developing economies: Africa",0,,,0,,,0,,
2017,356,"India",1420,"Developing economies: Americas",0,,,0,,,0,,
2017,356,"India",1460,"Developing economies: Asia and Oceania",16962.548,,,99.0425,,,863,,
2017,356,"India",1430,"Developing economies: Asia",16962.008,,,99.03934,,,862,,
2017,356,"India",1450,"Developing economies: Oceania",0.54,,,0.00315,,,1,,
2017,356,"India",1500,"Developed economies",67.539,,,0.39435,,,5,,
2017,356,"India",1520,"Developed economies: Americas",0,,,0,,,0,,
2017,356,"India",1560,"Developed economies: Asia and Oceania",0,,,0,,,0,,
2017,356,"India",1530,"Developed economies: Asia",0,,,0,,,0,,
2017,356,"India",1550,"Developed economies: Oceania",0,,,0,,,0,,
2017,356,"India",1540,"Developed economies: Europe",67.539,,,0.39435,,,5,,
2017,356,"India",1600,"Developing economies excluding China",16935.832,,,98.88651,,,862,,
2017,356,"India",1601,"Developing economies excluding LDCs",16962.548,,,99.0425,,,863,,
2017,356,"India",1610,"LDCs (Least developed countries)",0,,,0,,,0,,
2017,356,"India",1614,"LDCs: Africa",0,,,0,,,0,,
2017,356,"India",1612,"LDCs: Asia",0,,,0,,,0,,
2017,356,"India",1615,"LDCs: Islands and Haiti",0,,,0,,,0,,
2017,356,"India",1620,"LLDCs (Landlocked developing countries)",0,,,0,,,0,,
2017,356,"India",1640,"SIDS (Small island developing States) (UN-OHRLLS)",102.206,,,0.59677,,,6,,
2017,356,"India",1641,"SIDS: Atlantic and Indian Ocean",0,,,0,,,0,,
2017,356,"India",1642,"SIDS: Caribbean",0,,,0,,,0,,
2017,356,"India",1643,"SIDS: Pacific",102.206,,,0.59677,,,6,,
2017,356,"India",2623,"Low-income developing economies",0,,,0,,,0,,
2017,356,"India",2622,"Middle-income developing economies",16668.364,,,97.32479,,,848,,
2017,356,"India",2621,"High-income developing economies",294.184,,,1.71771,,,15,,
2017,356,"India",2711,"BRICS",16695.08,,,97.48078,,,849,,
2017,356,"India",3412,"European Union (2020 …)",52.229,,,0.30496,,,4,,
2017,356,"India",3916,"G20 (Group of Twenty)",16748.817,,,97.79455,,,851,,
2017,356,"India",3919,"G-77 (Group of 77)",16872.682,,,98.51778,,,859,,
2017,356,"India",3905,"OECD (Organisation for Economic Cooperation and Development)",67.539,,,0.39435,,,5,,
2017,360,"Indonesia",0000,"World",19264.363,,,100,,,2032,,
2017,360,"Indonesia",5100,"Africa",0,,,0,,,0,,
2017,360,"Indonesia",5110,"Northern Africa",0,,,0,,,0,,
2017,360,"Indonesia",5120,"Sub-Saharan Africa",0,,,0,,,0,,
2017,360,"Indonesia",5121,"Eastern Africa",0,,,0,,,0,,
2017,360,"Indonesia",5122,"Middle Africa",0,,,0,,,0,,
2017,360,"Indonesia",5123,"Southern Africa",0,,,0,,,0,,
2017,360,"Indonesia",5124,"Western Africa",0,,,0,,,0,,
2017,360,"Indonesia",5200,"Americas",156.128,,,0.81045,,,2,,
2017,360,"Indonesia",5210,"Northern America",156.128,,,0.81045,,,2,,
2017,360,"Indonesia",5220,"Latin America and the Caribbean",0,,,0,,,0,,
2017,360,"Indonesia",5221,"Caribbean",0,,,0,,,0,,
2017,360,"Indonesia",5222,"Central America",0,,,0,,,0,,
2017,360,"Indonesia",5223,"South America",0,,,0,,,0,,
2017,360,"Indonesia",5300,"Asia",18771.322,,,97.44066,,,1999,,
2017,360,"Indonesia",5310,"Central Asia",0,,,0,,,0,,
2017,360,"Indonesia",5330,"Eastern Asia",165.264,,,0.85787,,,25,,
2017,360,"Indonesia",5350,"South-eastern Asia",18581.894,,,96.45735,,,1972,,
2017,360,"Indonesia",5320,"Southern Asia",24.164,,,0.12543,,,2,,
2017,360,"Indonesia",5340,"Western Asia",0,,,0,,,0,,
2017,360,"Indonesia",5400,"Europe",274.567,,,1.42526,,,13,,
2017,360,"Indonesia",5410,"Eastern Europe",0,,,0,,,0,,
2017,360,"Indonesia",5420,"Northern Europe",179.028,,,0.92932,,,6,,
2017,360,"Indonesia",5430,"Southern Europe",36.618,,,0.19008,,,2,,
2017,360,"Indonesia",5440,"Western Europe",58.921,,,0.30585,,,5,,
2017,360,"Indonesia",5500,"Oceania",6.962,,,0.03614,,,2,,
2017,360,"Indonesia",0000u,"World n.e.s.",55.384,,,0.28749,,,16,,
2017,360,"Indonesia",0001,"Individual economies",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2017,360,"Indonesia",008,"Albania",0,,,0,,,0,,
2017,360,"Indonesia",012,"Algeria",0,,,0,,,0,,
2017,360,"Indonesia",024,"Angola",0,,,0,,,0,,
2017,360,"Indonesia",660,"Anguilla",0,,,0,,,0,,
2017,360,"Indonesia",028,"Antigua and Barbuda",0,,,0,,,0,,
2017,360,"Indonesia",032,"Argentina",0,,,0,,,0,,
2017,360,"Indonesia",533,"Aruba",0,,,0,,,0,,
2017,360,"Indonesia",036,"Australia",6.962,,,0.03614,,,2,,
2017,360,"Indonesia",040,"Austria",0,,,0,,,0,,
2017,360,"Indonesia",031,"Azerbaijan",0,,,0,,,0,,
2017,360,"Indonesia",044,"Bahamas",0,,,0,,,0,,
2017,360,"Indonesia",048,"Bahrain",0,,,0,,,0,,
2017,360,"Indonesia",050,"Bangladesh",0,,,0,,,0,,
2017,360,"Indonesia",052,"Barbados",0,,,0,,,0,,
2017,360,"Indonesia",056,"Belgium",0,,,0,,,0,,
2017,360,"Indonesia",084,"Belize",0,,,0,,,0,,
2017,360,"Indonesia",204,"Benin",0,,,0,,,0,,
2017,360,"Indonesia",060,"Bermuda",156.128,,,0.81045,,,2,,
2017,360,"Indonesia",068,"Bolivia (Plurinational State of)",0,,,0,,,0,,
2017,360,"Indonesia",076,"Brazil",0,,,0,,,0,,
